geneName	comGeneName	iE4	iE5	iE6	iE7	iE8	iE9	iE10	iE11	iE14	iE15	iE18	iE19	iE21	iE22	iE23	iE25	iE30	iE35	iE39	iE48	iE50	iE51	iE52	iE55	iE57	iE58	iE59	iE62	iE65	iE69	iE73	iE74	iE75	iE77	iE78	iE79	iE80	iE82	iE83	iE84	iE86	iE87	iE88	iE91	iE92	iE93	iE94	iE95
YBR200W	BEM1	0.753815045176432	0	0	1.70104159486021	0	1.0136536711909	0	0	0.889775422482185	1.81432473387559	0	0	1.19077869092167	0	0	1.48395542792927	1.35813095916316	0	0	0	0.490452611232898	0	0.901531047106972	1.54644006533041	0.785225224292122	0.841770247672104	0	0	1.0229316459716	6.89655671945397	0.508693595848919	0	2.58573410856375	0	1.42122460329444	0	1.90610906097009	0	0	0	2.55970041349695	0	0	0.424990302084137	1.87027359858801	0	1.07038386593284	0
YBR201W	DER1	1.50763009035286	0.636633175598346	0	0	0	0	0	2.70493605753379	0.355910168992874	0	0.6578150706018	0	0	5.69766797646106	0	0	0	2.12761883242816	0	0	1.47135783369869	0	1.80306209421394	0.773220032665207	0.785225224292122	0	0	0	1.0229316459716	0	0	1.59324743240663	0.861911369521251	0	0.473741534431481	0	0.953054530485046	0.937951752592337	0	1.55848133788121	0	0.325937932533585	0	0.849980604168275	1.87027359858801	0	0	0
CUT031	CUT031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR202W	CDC47	0	0.636633175598346	0	0	0	0	6.53508107254585	2.70493605753379	1.24568559147506	1.81432473387559	0	1.82649671795701	1.19077869092167	0	0	2.96791085585853	0	0	0	0	0	0	0.901531047106972	0.618576026132166	0	0	0.992727533484992	0	2.55732911492901	0	0	0	0	1.03890982251996	0	0	1.42958179572757	0.937951752592337	0	0.779240668940604	1.27985020674847	1.30375173013434	1.61275440496768	0.283326868056092	0	1.68019774913911	4.28153546373138	0
YBR203W	COS111	0.753815045176432	0.636633175598346	0	1.70104159486021	0	0	0	0	0	0	0.6578150706018	0	0	0	0	2.96791085585853	0	1.06380941621408	0	0	0.980905222465796	0	0	0.309288013066083	0	0.841770247672104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325937932533585	0	0.141663434028046	0	0	0	0
YBR205W, YBR206W	KTR3, YBR206W	1.50763009035286	2.54653270239338	0	0.850520797430105	2.87556411932475	3.54778784916814	3.26754053627292	1.3524680287669	3.91501185892161	4.53581183468898	3.289075353009	3.65299343591403	5.95389345460834	2.84883398823053	2.66485875513148	4.4518662837878	1.35813095916316	4.25523766485633	0	3.04219341836897	1.47135783369869	2.61450833069811	0.901531047106972	4.17538817639212	1.57045044858424	3.36708099068842	0.992727533484992	0	3.06879493791481	0	2.03477438339568	1.59324743240663	1.7238227390425	2.07781964503992	2.84244920658888	1.84907164596971	3.81221812194018	6.56566226814636	0	2.33772200682181	5.1194008269939	4.23719312293661	1.61275440496768	1.98328807639264	1.87027359858801	4.20049437284777	2.14076773186569	0
YBR207W	FTH1	1.50763009035286	1.27326635119669	0	1.70104159486021	0	1.0136536711909	0	1.3524680287669	1.06773050697862	0.907162366937797	0.6578150706018	1.82649671795701	1.19077869092167	1.42441699411526	0	0	0	0	0	0	0	0	0	1.23715205226433	0.785225224292122	0	0	0	1.53439746895741	0	0	0	0	1.03890982251996	1.42122460329444	0	0.476527265242523	0	6.0347369015074	0	0	1.30375173013434	1.61275440496768	0.566653736112183	0	0.840098874569555	0	0
YBR210W	ERV15	0	2.54653270239338	0	2.55156239229031	2.87556411932475	1.0136536711909	0	1.3524680287669	0.889775422482185	0	0.6578150706018	0	0	1.42441699411526	0.532971751026297	0	0	3.19142824864224	0	1.01406447278966	0.490452611232898	0	0	0.618576026132166	0.785225224292122	0.841770247672104	0.992727533484992	0	2.04586329194321	0	1.01738719169784	0	0	0	0	0	0.953054530485046	0	3.0173684507537	1.55848133788121	0	0.651875865067171	0	0.849980604168275	0	1.68019774913911	1.07038386593284	0
YBR212W	NGR1	0.753815045176432	1.27326635119669	0	0	0	0.506826835595449	0	0	1.06773050697862	1.81432473387559	0	0	0	0	1.59891525307889	1.48395542792927	0	0	6.24349511410017	0	1.47135783369869	2.61450833069811	0	1.08250804573129	0.785225224292122	0	0	0	1.53439746895741	0	0	0	0.861911369521251	1.03890982251996	1.42122460329444	0.924535822984857	0.953054530485046	0.937951752592337	3.0173684507537	2.33772200682181	1.27985020674847	0.325937932533585	0	0.424990302084137	1.87027359858801	0	0	0
YBR213W	MET8	0.753815045176432	1.27326635119669	0	0	0	0	0	1.3524680287669	1.06773050697862	0	0	0	0	0	0	1.48395542792927	1.35813095916316	0	3.12174755705009	0	2.45226305616449	0.871502776899369	1.80306209421394	0	0.785225224292122	0.841770247672104	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55848133788121	0	2.93344139280227	0	0	0	0	1.07038386593284	0
YBR214W	SDS24	0	0.636633175598346	2.2008539259016	0.850520797430105	0	2.53413417797724	0	0	0.355910168992874	0.907162366937797	0	0	2.38155738184334	0	0	0	1.35813095916316	1.06380941621408	3.12174755705009	0	0.980905222465796	0.871502776899369	1.80306209421394	0.773220032665207	0	2.52531074301631	0	6.33698010066798	1.0229316459716	0	2.03477438339568	0	1.7238227390425	0	0.947483068862961	0.924535822984857	2.85916359145514	0	0	0	1.27985020674847	2.2815655277351	1.61275440496768	1.13330747222437	1.87027359858801	1.68019774913911	0	0
YBR215W	HPC2	0	0	0	0	0	0	0	1.3524680287669	0.355910168992874	0	0	0	0	0	0	1.48395542792927	0	1.06380941621408	0	1.01406447278966	0	0	0	0.618576026132166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0173684507537	0.779240668940604	3.83955062024542	0.325937932533585	0	0.849980604168275	0	0	0	0
CUT032	CUT032	0	0	0	0	0	0	0	0	0	0	0	0	1.19077869092167	0	0	1.48395542792927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27985020674847	0	0	0	0	0	0	0
YBR217W	ATG12	0.753815045176432	0.636633175598346	0	0	0	1.0136536711909	0	0	0.177955084496437	0	0	1.82649671795701	4.76311476368667	0	0	1.48395542792927	0	0	0	0	0	0	0	0.618576026132166	0	0.841770247672104	0	0	0.511465822985802	0	0	0	2.58573410856375	0	0	0	0.476527265242523	0	0	0	0	0.325937932533585	0	0.424990302084137	0	0.840098874569555	1.07038386593284	0
CUT033	CUT033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR224W, YBR225W	YBR224W, YBR225W	3.01526018070573	0.636633175598346	0	0	0	0	0	0	0.355910168992874	0.907162366937797	0	0	0	0	0	0	0	0	0	0	0	2.61450833069811	0	0.463932019599124	0	0.841770247672104	0	0	0	0	0.508693595848919	0	1.7238227390425	0	0.473741534431481	0	0	0.937951752592337	0	0	2.55970041349695	0	0	0.283326868056092	0	0	1.07038386593284	0
YBR228W	SLX1	0	0	0	0	0	0.506826835595449	0	0	0.355910168992874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154644006533041	0.785225224292122	0	0	0	0.511465822985802	0	0	0	0	0	0.473741534431481	0	0.476527265242523	0	0	0	0	0.651875865067171	0	0.424990302084137	1.87027359858801	0	0	0
YBR230W-A	YBR230W-A	6.03052036141145	7.00296493158181	13.2051235554096	9.35572877173115	7.18891029831187	2.53413417797724	9.80262160881877	2.70493605753379	1.4236406759715	3.62864946775119	3.289075353009	9.13248358978507	7.14467214553001	4.27325098234579	4.79674575923667	7.41977713964633	10.8650476733053	8.51047532971265	43.7044657987012	5.07032236394829	4.41407350109608	9.58653054589305	8.11377942396275	1.39179605879737	7.0670270186291	2.52531074301631	7.94182026787994	126.73960201336	5.11465822985802	44.8276186764508	3.05216157509351	9.55948459443976	9.48102506473377	14.5447375152794	4.73741534431481	6.471750760894	1.90610906097009	11.255421031108	12.0694738030148	10.9093693651685	3.83955062024542	2.2815655277351	8.06377202483842	1.13330747222437	11.2216415915281	7.56088987112599	5.35191932966422	12.4849426256133
CUT034	CUT034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR233W	PBP2	0.753815045176432	0	0	0.850520797430105	1.43778205966237	0	0	2.70493605753379	0.355910168992874	1.81432473387559	0.6578150706018	0	0	1.42441699411526	1.06594350205259	0	0	0	0	1.01406447278966	0.980905222465796	0	0	0.618576026132166	2.35567567287637	0	1.98545506696998	12.673960201336	0.511465822985802	0	0	1.59324743240663	0	0	0.473741534431481	0.924535822984857	1.42958179572757	0.937951752592337	0	0	1.27985020674847	0.325937932533585	1.61275440496768	0.283326868056092	0	0.840098874569555	0	0
YBR233W-A	DAD3	0	0	0	0	0	1.52048050678635	0	0	1.24568559147506	0	0	1.82649671795701	0	0	0	0	0	1.06380941621408	0	1.01406447278966	0	0.871502776899369	0.901531047106972	0.927864039198248	0.785225224292122	0	0	0	0.511465822985802	0	1.52608078754676	4.77974229721988	0.861911369521251	0	1.42122460329444	0	0.476527265242523	0.937951752592337	0	0.779240668940604	0	0.651875865067171	3.22550880993537	0.849980604168275	0	0.840098874569555	0	0
YBR235W	YBR235W	0.753815045176432	0	0	0.850520797430105	0	0.506826835595449	0	0	0.889775422482185	0	1.3156301412036	0	0	0	1.06594350205259	0	0	1.06380941621408	0	1.01406447278966	0	0	0.901531047106972	0.154644006533041	0	0	0.992727533484992	0	0.511465822985802	0	0	3.18649486481325	0	0	0.473741534431481	0.924535822984857	0	1.87590350518467	0	0.779240668940604	1.27985020674847	0.325937932533585	1.61275440496768	0.991644038196321	0	1.68019774913911	2.14076773186569	0
YBR237W	PRP5	0.753815045176432	1.27326635119669	4.40170785180319	0.850520797430105	5.75112823864949	0.506826835595449	9.80262160881877	2.70493605753379	0.355910168992874	0.907162366937797	1.3156301412036	0	7.14467214553001	1.42441699411526	0	2.96791085585853	4.07439287748949	0	12.4869902282003	2.02812894557932	0.490452611232898	0.871502776899369	1.80306209421394	0.463932019599124	1.57045044858424	0	0.992727533484992	63.3698010066799	1.0229316459716	6.89655671945397	0	1.59324743240663	0	3.11672946755988	0.473741534431481	2.77360746895457	0.953054530485046	1.87590350518467	15.0868422537685	2.33772200682181	6.39925103374237	1.62968966266793	3.22550880993537	0	3.74054719717603	0	0	2.49698852512266
SUT021	SUT021	0.753815045176432	1.27326635119669	0	0	1.43778205966237	1.52048050678635	6.53508107254585	1.3524680287669	0.355910168992874	0	0.6578150706018	0	2.38155738184334	0	0	0	0	0	3.12174755705009	1.01406447278966	1.47135783369869	0.871502776899369	2.70459314132092	0.154644006533041	2.35567567287637	0	0.992727533484992	0	1.0229316459716	6.89655671945397	0	1.59324743240663	0.861911369521251	0	0	0	0	1.87590350518467	3.0173684507537	0.779240668940604	0	0.977813797600756	3.22550880993537	0.424990302084137	1.87027359858801	1.68019774913911	1.07038386593284	2.49698852512266
CUT035	CUT035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR242W	YBR242W	0	0.636633175598346	0	1.70104159486021	0	1.0136536711909	0	2.70493605753379	0.711820337985748	1.81432473387559	0	0	4.76311476368667	0	0.532971751026297	0	0	2.12761883242816	0	1.01406447278966	0.490452611232898	0	1.80306209421394	0.773220032665207	0	0.841770247672104	0.992727533484992	0	0.511465822985802	0	0.508693595848919	0	0	0	1.42122460329444	1.84907164596971	0	0.937951752592337	3.0173684507537	1.55848133788121	0	0.977813797600756	0	0.991644038196321	1.87027359858801	3.36039549827822	0	2.49698852512266
CUT036	CUT036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.841770247672104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR244W	GPX2	3.76907522588216	1.90989952679504	6.60256177770479	4.25260398715052	5.75112823864949	4.05461468476359	3.26754053627292	0	2.49137118295012	2.72148710081339	5.9203356354162	0	3.57233607276501	4.27325098234579	2.66485875513148	1.48395542792927	1.35813095916316	7.44666591349857	3.12174755705009	4.05625789115863	6.86633655726057	5.22901666139621	21.6367451305673	2.31966009799562	1.57045044858424	11.7847834674095	8.93454780136493	0	3.06879493791481	0	6.10432315018703	1.59324743240663	13.79058191234	0	4.26367380988333	2.77360746895457	10.007072570093	0.937951752592337	21.1215791552759	6.23392535152483	1.27985020674847	1.95562759520151	3.22550880993537	8.64146947571079	5.61082079576404	4.20049437284777	10.7038386593284	0
YBR246W	YBR246W	0	0.636633175598346	0	0	1.43778205966237	0	0	0	1.4236406759715	0.907162366937797	1.3156301412036	0	0	1.42441699411526	0	0	1.35813095916316	0	0	1.01406447278966	0.980905222465796	0	0.901531047106972	2.01037208492954	1.57045044858424	1.68354049534421	1.98545506696998	6.33698010066798	2.04586329194321	3.44827835972699	0	0	1.7238227390425	2.07781964503992	1.42122460329444	0.924535822984857	0.476527265242523	1.87590350518467	0	0	2.55970041349695	0.325937932533585	1.61275440496768	0.424990302084137	0	1.68019774913911	0	0
CUT037	CUT037	0	0.636633175598346	0	0	0	0.506826835595449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR250W	SPO23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.511465822985802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07038386593284	0
YBR251W	MRPS5	0	0.636633175598346	0	0.850520797430105	1.43778205966237	1.52048050678635	3.26754053627292	0	0.533865253489311	3.62864946775119	3.289075353009	1.82649671795701	1.19077869092167	0	1.06594350205259	2.96791085585853	0	1.06380941621408	0	2.02812894557932	1.96181044493159	0.871502776899369	0	2.16501609146258	3.14090089716849	0	0	0	3.06879493791481	10.344835079181	1.52608078754676	0	0	1.03890982251996	0.947483068862961	0	1.42958179572757	0	0	2.33772200682181	0	1.30375173013434	0	1.69996120833655	0	3.36039549827822	3.21115159779853	0
YBR252W	DUT1	9.04578054211718	5.09306540478677	2.2008539259016	2.55156239229031	8.62669235797424	5.57509519154994	6.53508107254585	2.70493605753379	4.27092202791449	1.81432473387559	7.2359657766198	7.30598687182805	4.76311476368667	9.97091895880685	3.19783050615778	2.96791085585853	2.71626191832633	3.19142824864224	6.24349511410017	5.07032236394829	3.92362088986318	5.22901666139621	1.80306209421394	6.49504827438774	3.92612612146061	6.73416198137683	2.97818260045498	0	9.20638481374443	0	6.10432315018703	1.59324743240663	4.30955684760626	1.03890982251996	5.21115687874629	6.471750760894	4.76527265242523	6.56566226814636	3.0173684507537	7.01316602046544	1.27985020674847	3.58531725786944	3.22550880993537	7.79148887154252	1.87027359858801	5.88069212198688	4.28153546373138	0
YBR253W	SRB6	0.753815045176432	1.27326635119669	0	0	1.43778205966237	0.506826835595449	6.53508107254585	0	0.889775422482185	0.907162366937797	0.6578150706018	3.65299343591403	0	1.42441699411526	1.59891525307889	1.48395542792927	0	0	6.24349511410017	2.02812894557932	1.96181044493159	0	0.901531047106972	1.8557280783965	1.57045044858424	0.841770247672104	0.992727533484992	0	1.53439746895741	3.44827835972699	0.508693595848919	1.59324743240663	1.7238227390425	0	0	0.924535822984857	1.90610906097009	0.937951752592337	0	3.89620334470302	0	1.95562759520151	0	1.41663434028046	0	6.72079099655644	3.21115159779853	0
YBR255W	YBR255W	0	0	0	0.850520797430105	0	0	0	0	0.711820337985748	0.907162366937797	1.3156301412036	0	0	0	1.06594350205259	0	0	0	0	0	0	0	0	0.618576026132166	0.785225224292122	0.841770247672104	0	0	0.511465822985802	0	0	0	0	0	0.473741534431481	0.924535822984857	0	0.937951752592337	3.0173684507537	0	0	0.325937932533585	0	0.566653736112183	0	1.68019774913911	3.21115159779853	0
YBR257W	POP4	0	0.636633175598346	0	0	1.43778205966237	0	3.26754053627292	0	0.711820337985748	0	0.6578150706018	0	0	0	1.06594350205259	0	1.35813095916316	0	0	0	0	0	0	0.773220032665207	0.785225224292122	0	0	19.010940302004	0.511465822985802	0	1.52608078754676	0	1.7238227390425	3.11672946755988	0.473741534431481	2.77360746895457	0	0	0	0	0	0.651875865067171	0	0.283326868056092	0	0	0	2.49698852512266
YBR259W	YBR259W	0.753815045176432	0	0	0	0	0	0	1.3524680287669	0.177955084496437	0	0	0	0	0	0	0	1.35813095916316	0	0	0	0	0	0	0.618576026132166	0	0	0	0	0.511465822985802	0	0	1.59324743240663	0	0	0	0	0.476527265242523	0.937951752592337	0	0	0	0.325937932533585	0	0	0	0	0	0
CUT038	CUT038	0	0	0	0	0	0	0	0	0.177955084496437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283326868056092	0	0	0	0
YBR263W	SHM1	1.50763009035286	2.54653270239338	0	2.55156239229031	0	1.52048050678635	0	1.3524680287669	3.02523643643943	4.53581183468898	3.289075353009	1.82649671795701	3.57233607276501	1.42441699411526	1.06594350205259	2.96791085585853	2.71626191832633	3.19142824864224	9.36524267115026	1.01406447278966	1.47135783369869	0.871502776899369	4.50765523553486	2.93823612412779	3.14090089716849	2.52531074301631	0.992727533484992	0	2.55732911492901	3.44827835972699	2.03477438339568	1.59324743240663	6.89529095617001	7.27236875763971	2.84244920658888	2.77360746895457	1.90610906097009	5.62771051555402	0	3.11696267576242	2.55970041349695	2.60750346026868	0	1.8416246423646	1.87027359858801	0.840098874569555	2.14076773186569	0
YBR265W	TSC10	1.50763009035286	2.54653270239338	2.2008539259016	1.70104159486021	2.87556411932475	1.52048050678635	3.26754053627292	1.3524680287669	3.20319152093587	2.72148710081339	1.3156301412036	3.65299343591403	2.38155738184334	1.42441699411526	1.06594350205259	4.4518662837878	0	3.19142824864224	0	5.07032236394829	2.94271566739739	3.48601110759747	0.901531047106972	2.47430410452866	1.57045044858424	0.841770247672104	0.992727533484992	12.673960201336	2.04586329194321	0	2.54346797924459	6.37298972962651	0.861911369521251	2.07781964503992	3.31619074102037	2.77360746895457	0.953054530485046	2.81385525777701	0	0.779240668940604	2.55970041349695	2.60750346026868	6.45101761987074	2.12495151042069	5.61082079576404	0.840098874569555	1.07038386593284	2.49698852512266
YBR267W	REI1	3.01526018070573	0	4.40170785180319	1.70104159486021	2.87556411932475	0.506826835595449	0	2.70493605753379	2.13546101395724	2.72148710081339	0.6578150706018	1.82649671795701	2.38155738184334	0	0.532971751026297	5.93582171171706	0	1.06380941621408	0	1.01406447278966	0.980905222465796	0.871502776899369	1.80306209421394	1.23715205226433	2.35567567287637	3.36708099068842	1.98545506696998	0	0.511465822985802	0	1.01738719169784	3.18649486481325	2.58573410856375	2.07781964503992	1.89496613772592	1.84907164596971	0.953054530485046	0	3.0173684507537	3.11696267576242	1.27985020674847	1.30375173013434	0	1.41663434028046	1.87027359858801	0	2.14076773186569	2.49698852512266
YBR268W	MRPL37	3.01526018070573	4.45643222918842	0	1.70104159486021	5.75112823864949	6.08192202714539	0	1.3524680287669	3.3811466054323	3.62864946775119	2.6312602824072	3.65299343591403	3.57233607276501	1.42441699411526	4.79674575923667	0	6.79065479581582	0	9.36524267115026	2.02812894557932	3.92362088986318	3.48601110759747	5.40918628264183	4.94860820905732	1.57045044858424	2.52531074301631	4.96363766742496	0	2.04586329194321	6.89655671945397	2.03477438339568	3.18649486481325	5.17146821712751	3.11672946755988	2.84244920658888	4.62267911492429	3.81221812194018	2.81385525777701	9.0521053522611	2.33772200682181	1.27985020674847	2.2815655277351	4.83826321490305	2.83326868056092	5.61082079576404	1.68019774913911	3.21115159779853	7.49096557536797
SUT022	SUT022	0	0	0	0	0	0	0	1.3524680287669	0	0	0	0	0	0	0	0	0	0	0	0	0	0.871502776899369	0	0.154644006533041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR271W	YBR271W	0.753815045176432	0	0	0	2.87556411932475	0	0	0	1.4236406759715	0	0	0	0	0	0	0	1.35813095916316	0	3.12174755705009	0	0	0	0.901531047106972	0.463932019599124	0	0	0.992727533484992	0	0	0	1.01738719169784	1.59324743240663	0	0	0.947483068862961	0.924535822984857	0	0.937951752592337	0	0	1.27985020674847	0.325937932533585	0	0.283326868056092	0	0.840098874569555	0	0
YBR274W	CHK1	3.01526018070573	1.27326635119669	2.2008539259016	1.70104159486021	2.87556411932475	1.0136536711909	3.26754053627292	2.70493605753379	0.355910168992874	0.907162366937797	1.3156301412036	1.82649671795701	0	1.42441699411526	0.532971751026297	0	0	0	6.24349511410017	0	1.96181044493159	0	1.80306209421394	0.463932019599124	2.35567567287637	2.52531074301631	2.97818260045498	31.6849005033399	0.511465822985802	6.89655671945397	1.52608078754676	3.18649486481325	3.44764547808501	1.03890982251996	0	0.924535822984857	0.953054530485046	3.75180701036935	6.0347369015074	4.67544401364363	6.39925103374237	0.651875865067171	1.61275440496768	0.566653736112183	3.74054719717603	0.840098874569555	2.14076773186569	2.49698852512266
YBR278W	DPB3	1.50763009035286	2.54653270239338	0	0	0	0	0	2.70493605753379	0.533865253489311	0	1.3156301412036	1.82649671795701	0	0	0.532971751026297	0	1.35813095916316	1.06380941621408	0	1.01406447278966	1.96181044493159	0	2.70459314132092	1.39179605879737	0.785225224292122	0	0	0	1.53439746895741	3.44827835972699	0	1.59324743240663	2.58573410856375	0	0.947483068862961	0	1.42958179572757	0.937951752592337	0	0	0	0.977813797600756	3.22550880993537	0.424990302084137	0	0	1.07038386593284	0
YBR279W	PAF1	3.01526018070573	0.636633175598346	2.2008539259016	1.70104159486021	4.31334617898712	0.506826835595449	0	2.70493605753379	2.31341609845368	1.81432473387559	3.289075353009	1.82649671795701	3.57233607276501	2.84883398823053	1.59891525307889	1.48395542792927	0	1.06380941621408	3.12174755705009	3.04219341836897	1.96181044493159	0	0	1.23715205226433	1.57045044858424	2.52531074301631	0	0	1.53439746895741	3.44827835972699	1.52608078754676	0	0	2.07781964503992	1.89496613772592	2.77360746895457	0.953054530485046	1.87590350518467	0	0.779240668940604	1.27985020674847	0.977813797600756	0	2.12495151042069	1.87027359858801	1.68019774913911	2.14076773186569	2.49698852512266
YBR282W	MRPL27	0.753815045176432	0	0	0.850520797430105	0	0.506826835595449	0	1.3524680287669	1.06773050697862	0.907162366937797	0	1.82649671795701	1.19077869092167	1.42441699411526	2.66485875513148	2.96791085585853	0	1.06380941621408	6.24349511410017	1.01406447278966	1.47135783369869	0.871502776899369	0.901531047106972	1.39179605879737	1.57045044858424	1.68354049534421	1.98545506696998	0	1.0229316459716	3.44827835972699	1.01738719169784	3.18649486481325	1.7238227390425	2.07781964503992	1.89496613772592	2.77360746895457	0.953054530485046	1.87590350518467	0	1.55848133788121	1.27985020674847	1.62968966266793	3.22550880993537	0.566653736112183	1.87027359858801	0.840098874569555	1.07038386593284	2.49698852512266
YBR284W	YBR284W	0	0	0	0.850520797430105	0	0	6.53508107254585	2.70493605753379	0	0	0	1.82649671795701	2.38155738184334	0	0	0	0	0	0	0	0	0	0	0.154644006533041	0	0.841770247672104	0	6.33698010066798	0.511465822985802	0	0.508693595848919	1.59324743240663	0	1.03890982251996	0	0	0.476527265242523	0	0	1.55848133788121	0	0	0	0.141663434028046	0	0.840098874569555	0	0
YBR285W	YBR285W	0	0.636633175598346	0	0	0	0	3.26754053627292	2.70493605753379	0	0	0	0	0	0	0	1.48395542792927	0	0	0	0	0.490452611232898	0	0	0.309288013066083	0	0.841770247672104	0	0	0	0	0	0	0	0	0	0	0.476527265242523	0	0	0	0	0	0	0	0	0.840098874569555	0	0
YBR286W	APE3	3.76907522588216	5.09306540478677	15.4059774813112	5.95364558201073	10.0644744176366	4.56144152035904	16.3377026813646	8.11480817260138	6.40638304187173	17.2360849718181	5.2625205648144	7.30598687182805	13.0985656001384	4.27325098234579	6.39566101231556	4.4518662837878	8.14878575497898	6.38285649728449	18.7304853423005	9.12658025510692	4.41407350109608	6.97202221519495	5.40918628264183	10.6704364507799	10.9931531400897	5.89239173370473	4.96363766742496	12.673960201336	8.69491899075863	10.344835079181	3.05216157509351	15.9324743240663	7.75720232569126	8.31127858015967	6.63238148204073	3.69814329193943	6.67138171339532	5.62771051555402	6.0347369015074	7.01316602046544	5.1194008269939	6.84469658320529	1.61275440496768	5.38321049306574	14.9621887887041	3.36039549827822	5.35191932966422	2.49698852512266
YBR287W	ZSP1	0.753815045176432	1.90989952679504	0	1.70104159486021	0	1.0136536711909	0	0	1.24568559147506	0.907162366937797	3.9468904236108	0	0	0	0	1.48395542792927	0	3.19142824864224	0	0	0.980905222465796	1.74300555379874	1.80306209421394	1.23715205226433	0	0	0.992727533484992	0	1.0229316459716	0	1.52608078754676	0	0.861911369521251	0	0	0.924535822984857	1.90610906097009	0.937951752592337	0	0	0	0	1.61275440496768	0.566653736112183	0	1.68019774913911	2.14076773186569	0
YBR289W	SNF5	0	0	0	0	1.43778205966237	0.506826835595449	0	0	0.177955084496437	0.907162366937797	0	0	0	0	0	1.48395542792927	0	0	0	0	0	0	0	0.463932019599124	1.57045044858424	0.841770247672104	0	0	0.511465822985802	0	0	0	0	0	0.473741534431481	0.924535822984857	0.476527265242523	0.937951752592337	0	0.779240668940604	0	0.325937932533585	1.61275440496768	0.424990302084137	0	0.840098874569555	1.07038386593284	0
YBR290W	BSD2	0	0	0	0.850520797430105	0	1.52048050678635	0	1.3524680287669	0.533865253489311	1.81432473387559	0	0	0	1.42441699411526	1.59891525307889	0	1.35813095916316	1.06380941621408	0	0	0.980905222465796	0	0	1.23715205226433	2.35567567287637	0	0	0	1.0229316459716	0	0.508693595848919	0	0	0	0	0	0.953054530485046	0	0	1.55848133788121	1.27985020674847	0.651875865067171	0	0.566653736112183	0	0.840098874569555	2.14076773186569	0
CUT039	CUT039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUT023	SUT023	0	0	0	0	0	0	0	0	0.355910168992874	0	0	3.65299343591403	0	0	0	0	0	0	0	2.02812894557932	0	0	0	0.154644006533041	0	0	0	0	0.511465822985802	0	0	1.59324743240663	0	0	0	0	0	0.937951752592337	0	0	0	0.325937932533585	0	0.708317170140229	0	0	0	0
YBR293W	VBA2	0.753815045176432	0	0	0	0	0	0	0	0.711820337985748	0	0	0	1.19077869092167	0	0.532971751026297	0	0	0	6.24349511410017	0	0.980905222465796	0	0	0.154644006533041	0	0	0	0	0.511465822985802	0	0.508693595848919	0	0.861911369521251	0	0.473741534431481	0	0.476527265242523	0	0	0	2.55970041349695	0.651875865067171	0	0.424990302084137	0	0	2.14076773186569	0
YBR295W	PCA1	0	0	0	0	0	0	0	0	0.177955084496437	0	0	0	0	1.42441699411526	0	0	0	1.06380941621408	0	0	0	0	0	0.463932019599124	0	0	0	0	0	0	0	1.59324743240663	0	0	0	0	0	0	3.0173684507537	0	2.55970041349695	0	0	0.283326868056092	0	0	0	2.49698852512266
